SNo.,Weight (in Kg),t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150
11,2,2.829977141,2.747301648,2.817306408,2.758654497,3.006219227,2.919294163,2.90550043,2.794086377,2.788305667,3.009377641,2.79077149,2.932650553,2.782217222,2.966801707,2.821639906,2.919935804,2.656825109,3.008354371,2.948270723,2.653525929,2.684076191,2.88895883,3.036564223,2.764512175,2.708003919,2.706976859,2.901471444,2.768691334,2.682445433,2.6912278,2.984766561,2.668247991,2.947423314,2.968685963,3.001336143,2.655422283,2.881728477,2.801271493,2.914373595,2.67786783,2.674319226,3.007103781,2.673694927,2.671107457,2.69972901,2.846038892,2.662720421,2.846697718,2.762754121,2.751266091,4.568602506,3.705517845,4.342399232,4.482313457,4.853145059,4.885195753,4.120701062,4.867354947,3.459003748,3.646677158,4.249774973,4.549744358,4.803633212,3.909584897,4.207643349,4.316430346,4.42421584,4.931651262,4.780702881,3.875038423,4.7654976,3.721099824,4.83556429,4.657165223,4.594947089,4.485633529,4.543939736,3.795149099,3.636458559,3.686031595,4.24813709,4.548766072,4.721338203,4.350345525,3.954425387,4.45097733,3.77220798,4.32704835,4.000618905,3.518903651,4.361730533,4.712228913,4.86268364,3.53762901,3.323703693,4.077037156,3.343002497,4.070236049,3.539091902,4.347073702,3.920142362,2.762388721,2.996813463,2.731242547,2.846834798,2.77857278,2.934710963,2.886265972,2.922128181,2.86683536,2.7633498,2.975062793,2.942321409,2.655766651,2.889119256,2.880059434,2.83132313,2.721734203,2.92402513,2.68492364,2.896053194,2.797112825,3.029671085,2.729909884,2.805343247,2.724390536,2.809700832,2.917786642,2.909943335,2.85198773,2.696636134,2.868721781,3.01304612,2.757080316,2.715373792,2.930705794,2.705818575,2.707670269,2.879433001,2.797795523,2.825008872,2.740600541,2.687372414,2.771664239,2.669774608,2.834164138,3.03562452,2.922647065,2.732456349,2.793410408,2.750323073
12,2,2.665000395,2.874947409,2.902385089,2.747717397,2.770009052,2.905028739,3.038421798,2.751229086,2.859557114,2.865804356,2.650934134,2.891791647,2.759347885,2.98098173,2.683190594,2.677183535,2.753573637,2.850776408,2.929505347,2.781169961,2.803476744,2.817453507,2.911617366,2.799026383,2.786560863,2.923684219,2.8895075,3.015573101,2.937641243,2.943441466,2.749756556,2.913296589,3.031126133,2.920236934,2.99150046,2.6719614,2.939624612,2.840079874,3.044491843,2.872444531,2.837179076,2.896616127,2.905730409,2.816352351,2.886123957,2.673484058,2.970577676,2.909308266,2.954775165,2.87400207,3.772704689,4.913416427,3.76264654,4.663742798,4.021795258,3.578046695,4.799334024,3.634602109,4.513941499,3.733565693,4.862273411,4.658774325,4.424901789,4.480860988,4.152435748,3.970493692,4.269025176,4.578998641,4.6059379,4.232446275,4.737393661,3.849163839,4.70201067,3.721482997,3.753431975,4.434421861,4.64500614,4.428202811,4.247531794,4.641481477,4.762469691,4.308549697,4.891788106,3.479410551,4.380541216,3.706524403,4.959872472,4.30839955,3.691562587,3.607444094,3.485366452,4.51918709,4.416757058,4.48088996,4.084556824,3.580657059,4.889209041,4.93156418,3.986742852,4.519385614,3.439112567,2.719349772,2.738596006,2.84542629,2.945145258,2.718421309,2.931978518,2.759346752,2.888845279,2.977197166,2.721531358,2.976858553,2.687762074,2.729988656,2.870502669,2.8585891,3.012522689,2.849417538,2.803041722,2.797412995,2.964142144,2.804256865,2.939622371,2.939144711,2.669025741,2.976627249,2.880417553,2.703571898,2.92155021,2.745225972,2.753556139,2.779108207,2.856193805,2.83384426,2.959646283,2.725672406,2.764388836,2.954506171,2.795902738,3.019229063,2.841973037,2.742140861,3.032668692,2.707753811,2.661319283,2.982777721,3.042075727,2.822214523,2.907926517,2.779832592,2.743038651
13,2,2.960813911,2.719766676,2.699596572,2.783399943,3.043866852,2.873191547,2.909593099,2.875413835,2.857971817,2.824867029,2.960966075,2.663578461,2.793478504,2.73120851,2.964313344,2.778139806,2.738068054,2.948117001,3.003630216,2.821941544,2.767118832,3.024060371,2.711728795,2.865623562,2.66659066,2.745176773,2.722773985,2.684802472,2.957018729,2.697182892,2.971504215,2.928430701,2.898536641,2.892072966,2.68878273,3.009484217,2.80567611,3.028297478,2.860703759,2.84858177,2.887019099,2.91131363,2.673555541,2.878091961,2.748606066,2.857102844,2.659520896,2.928737317,2.661332355,2.734453515,4.311812554,4.671295224,4.325919325,3.395670356,4.853829576,3.879482606,4.06144073,3.802762082,3.55886983,4.888838456,4.47185563,4.679604023,3.583414628,4.596093015,3.757432577,4.498185652,4.733837944,4.895436967,3.466356253,4.058908724,4.622353713,4.935684358,4.735902887,4.072400805,4.273084449,3.540246094,4.248012007,4.904754056,4.601650238,3.662359154,4.097896419,4.539738259,3.694506359,3.318818257,3.444352347,3.862025781,4.67646803,3.300632051,4.98982514,3.750328954,4.876439799,4.698577067,4.627056591,4.588589275,3.4823266,4.405547973,4.887283707,3.85697045,4.016433898,3.565903966,4.632478662,2.9446814,2.758793406,2.75227917,2.73259157,2.934878852,2.752014486,2.835090445,2.707037103,2.875759928,2.789269381,2.950317358,3.005868896,2.81961564,2.744808927,2.719825835,2.895879039,2.746679958,2.756180677,2.747229276,2.902049327,3.035767229,2.752616338,2.68885497,2.913695518,2.817437192,2.773170336,3.032549426,2.888144444,2.804548347,2.896130433,2.672347389,2.702566905,2.715763687,2.818799435,2.806482594,2.690916716,2.865775832,2.781825376,2.663171431,2.826754876,2.891721895,2.824835539,2.87305383,2.77406577,2.718461218,2.690207601,2.759128627,2.727000423,2.936092688,2.859389893
14,2,2.650245417,2.812102971,2.714042007,3.049860996,2.75507298,2.739689915,2.806036881,2.785011361,2.808720572,2.919146512,2.974771475,2.958177434,2.914871018,3.040036482,2.72851709,2.801498717,2.908398122,2.795382424,2.835346491,3.006630452,2.805295947,2.868127724,2.840491112,2.853937181,2.71410882,2.956684133,2.699904981,2.923417261,2.804699869,2.88550027,2.828411859,2.796770129,2.919648255,2.782914094,2.869015183,2.9650959,2.940519022,2.88238068,3.035653533,2.799295251,2.685702192,2.714494792,2.964887396,2.720315617,2.718471054,2.906055736,2.832706312,3.02396769,2.983362715,2.888750212,4.153605576,4.660487297,3.36773202,4.548892193,4.586591297,4.526610945,4.300546636,3.812997549,4.414630097,4.296509917,4.709788395,3.790650005,3.553452642,3.904548696,4.139954212,4.077881759,4.218472588,4.510429769,3.870919603,4.061154573,3.580243635,3.445180699,3.606561447,4.956744374,3.794471709,3.946404243,3.729737263,4.178175712,4.861791159,3.750526419,3.704464555,4.740309197,3.819878142,4.193857364,4.108195986,3.85995415,3.352211561,4.51773853,4.963510394,3.373523347,3.713906167,3.57588043,4.309341358,4.262266968,4.025530253,3.804203437,4.307040568,4.255015719,4.170683137,3.83507512,3.816123946,2.75991409,2.874081775,2.748540038,2.67317045,2.869419621,2.818621924,2.945414399,2.936606059,2.695433694,2.988964118,2.706577601,2.813771322,2.891594752,2.815391257,2.999287205,2.969446146,2.678693722,2.794340353,2.859474603,2.73702744,2.918485139,2.666055212,2.942388187,2.817763253,2.9233981,2.678795,2.863695615,2.805525945,2.70628511,2.893053204,2.917409876,2.946242977,3.048175121,2.724944807,2.699582027,2.905557213,2.673325282,2.911122491,2.746781601,3.020241531,2.969693845,2.798285718,2.915963829,2.748345829,2.87928505,2.918549988,2.887400862,2.810007539,3.00664468,3.007646281
15,2,2.669452718,2.860268716,2.6594981,3.022680062,2.884900348,2.712153052,3.005635607,2.968274883,2.969951969,2.910933971,2.854391977,2.966564259,2.880702593,2.879687294,3.042946727,2.723462238,2.809058354,2.952405279,2.903608038,2.859807576,2.668995212,2.71986922,2.845735894,2.837127799,2.882798249,2.939098192,3.028630871,2.996606999,2.77395874,3.023305141,2.898667389,2.793227719,2.965984377,2.843744385,3.02527838,3.040260185,2.716456159,2.826788234,2.769226374,2.849975356,2.883243567,2.919022996,2.852924226,2.764661401,3.024867773,2.920108148,2.876396799,2.717726333,2.979580665,2.747595413,4.931163029,4.565958509,3.715675279,4.786895161,3.658130732,4.830138353,4.023205603,4.459105703,4.43511755,4.723567921,4.993188636,4.627802297,3.832286341,3.448973713,4.570895197,4.369766443,4.627771359,3.458371856,3.766734092,4.482997167,4.60722758,4.764151738,4.94211962,3.402826226,4.352242373,4.93773326,3.435073133,3.47113863,3.350528739,4.606280785,4.975127569,3.885441755,4.383964065,3.736569562,3.502437163,4.6878256,4.283057691,3.408089002,4.530700969,4.671534084,3.47832533,4.224830826,3.477590919,4.884916429,4.830317425,4.396947133,4.729832336,4.398955223,4.780694128,3.639578772,3.712916637,3.044203967,3.035119396,3.023327154,2.743560825,2.774105171,2.998528779,2.65052082,3.002280178,2.698325632,2.835406382,2.742102745,3.000505531,2.923338549,2.749300719,2.830328153,2.847817719,2.734868736,2.793704229,2.793646513,2.979821482,2.9297016,2.741447751,2.745812765,2.842128349,2.720284538,2.825468474,2.898395294,2.8358191,2.740380083,2.707433095,2.858728881,2.825594263,3.031983165,3.029526391,2.796064186,2.779399336,2.78316796,2.741043326,3.016868286,3.013389432,3.01348311,2.865250965,2.93593398,2.658676175,2.767966951,2.683314776,2.813158779,2.946377996,2.882807745,2.66091164
16,2,2.763986707,2.765666271,2.656524732,2.709728258,2.748246521,2.8602142,3.046386881,2.949623922,2.909520491,2.977969927,2.820780422,2.785952212,2.653749069,2.834029317,2.812930963,2.725356881,2.853942216,2.697449578,3.016928399,3.023091936,2.95470361,2.766804763,2.837892596,2.669146304,2.924907326,2.676117245,2.965602864,2.862526508,2.953387947,2.652686279,2.859616242,3.024319962,2.903208022,2.665912744,2.673352438,2.786489476,2.998269902,2.761297272,3.021576758,3.017177952,3.011742314,2.666367184,2.71016516,2.804629995,2.958974858,2.885365696,2.998988869,3.020665693,2.768276993,2.867115077,3.759889175,4.876620758,3.984849525,4.088559228,3.959710956,3.993966538,3.59406631,4.426006216,4.676902605,4.940252801,4.78048785,3.351446029,4.236006779,4.523741966,4.665925154,4.086503441,3.963086589,4.94986115,3.675359811,3.866162545,3.440866928,3.365341405,4.53074151,4.09170048,3.981968227,3.686317982,4.534831309,3.510152982,4.750198196,4.647022069,4.048346494,4.489217094,3.540043151,4.010088753,4.373527112,3.403078938,4.989049324,4.793275615,3.301481566,4.750611292,4.846713301,3.890530662,4.159282279,4.192717474,4.356798504,3.597867877,3.70577125,3.920305496,4.427672888,4.896403645,4.372397619,2.849637239,2.807014649,2.696159116,2.938740776,2.856075848,2.684362305,3.004121218,2.686646152,2.732604951,2.796087906,2.780999398,2.933477138,2.991294652,2.723065699,2.888216733,2.842065201,2.83645091,3.014629512,2.893999304,2.90941834,2.860558705,2.949992121,2.779906865,2.806109289,3.032063549,2.909688646,2.949522901,2.658713699,2.78596563,2.781396687,2.898129951,2.69594051,2.983278793,2.901439625,3.026023855,2.874799517,2.897984651,2.84773224,2.839449002,2.736354678,2.820190487,2.751881091,2.981964495,2.711314449,2.731777342,2.887605044,2.975379524,3.003913927,3.015903284,2.919594922
17,2,2.989202085,2.981721043,3.024187462,2.748043969,2.909484963,3.026575148,2.718107164,2.997210659,2.910898477,2.839651654,2.658516472,2.807423279,2.922800079,2.70319221,2.6862511,2.848150293,2.814053761,2.98694573,2.857149356,3.028195537,2.774946771,3.028457793,2.958613219,2.742881603,2.825630972,2.66554091,2.957253647,2.8623972,2.655227144,2.874380246,2.863984541,2.770427187,2.869558545,2.812432464,2.845508481,2.726637078,2.836808068,2.948478667,2.791215128,2.928536901,2.669221685,2.682895216,2.962091356,2.687702367,2.665308748,2.719409683,3.003320494,2.912284656,2.760818001,3.045312015,3.490510344,4.796819984,3.929409251,3.556251124,3.699894382,4.427470392,4.457125852,4.212883197,4.333509588,4.585078876,4.570651562,4.476965068,4.009344177,4.514362257,4.457471574,4.331877364,3.647613625,4.449272475,3.482620728,3.461901874,4.427915772,4.699969482,4.765339523,4.276914166,4.163759502,3.696394082,4.727368637,4.044046746,3.451751083,3.308054443,3.690722555,4.059852728,4.021180208,3.471065462,4.588428478,4.437612822,3.937579075,3.649281429,4.246735535,3.959916552,4.801035247,3.536537751,4.801694133,3.656512986,4.026620702,4.871568739,3.42677482,3.611662831,3.700257439,4.186093816,4.871340193,2.740315,2.736745984,2.847615456,2.659953847,2.822613566,2.708067673,2.841564535,2.886047912,2.650680731,2.746476913,2.752859205,2.983220463,2.854836075,2.669380918,2.862082,2.700129421,2.679488054,2.775633933,2.69787145,3.015057144,2.896509409,2.853311331,2.765989053,2.930504767,2.668095719,2.901123773,2.73345414,2.796044802,2.805139684,2.664289529,2.738193215,2.870601229,2.750357195,2.765760897,2.896603897,2.684154757,3.03610393,2.731278722,3.020886379,3.045198864,2.925024745,2.961807494,2.834948519,2.664100483,2.837380926,2.699481159,2.992143986,2.9238472,3.00210375,2.663268301
18,2,2.750173118,2.905268352,2.986628119,3.029819114,2.731579133,2.652446278,3.016430356,2.680815177,2.768969947,2.817087123,3.019387359,2.962953457,2.959887328,2.672812639,2.813569336,2.680797993,2.704870373,2.849331655,2.929320398,2.729429504,2.740338689,2.928690098,2.869756595,2.863096299,2.959893096,2.703519342,2.710285539,2.665969635,2.65229289,2.753764877,2.999196143,2.726212255,2.736322389,2.99720534,2.892069759,2.68214653,2.662211956,2.705400053,2.960967465,2.71438707,2.676232486,2.9505315,2.765051094,3.00038065,2.709534802,2.959936987,2.852498933,2.827874385,2.654259157,3.003952187,3.870689952,3.433498324,4.062418683,4.910823418,4.908854281,3.389381714,4.004674609,3.39275306,3.810710016,3.788449148,3.743498741,4.581854014,4.842398324,4.013628078,4.16220417,4.092832366,4.035100812,4.596491088,4.946354445,4.857415628,4.659868124,3.406510386,4.828679177,4.736296903,3.802482407,4.279053397,4.949800166,3.807972401,4.801668682,4.452491276,3.981529195,3.99102444,4.151958193,3.334496555,4.002176287,4.623296605,4.144870101,3.52669076,3.940356539,4.097677017,4.328816197,3.905257292,4.215210017,4.739850871,4.909246563,3.382969405,3.496750108,4.508402062,4.086042362,3.665287816,4.590231161,2.885773828,3.03471187,3.017003904,3.029524046,2.784703019,2.881692312,2.745049677,2.974950433,3.018175458,3.007151445,3.036439018,2.686788301,2.917975384,2.753804416,2.957673964,2.890639925,2.736962777,2.676307681,2.731237415,2.829074337,3.019550121,2.883988532,2.92409452,2.880753898,2.944663352,3.034742266,2.791948532,2.987485276,2.718372097,2.859723555,2.91991278,2.955735119,2.829702356,2.706661462,2.905338463,2.826104241,2.95697294,2.935330986,2.871116129,2.96870697,2.723325114,2.681916855,2.877846924,2.764355711,2.948942936,2.929708587,2.820857579,2.870903596,2.733790135,2.781768867
19,2,2.730171043,2.847674785,2.710622055,2.926499867,2.734622799,2.710570727,2.829977616,2.981088734,3.041605448,2.697480475,2.87478306,2.788878492,2.960885315,2.734417875,2.803310799,3.042918654,2.676828473,2.787453645,2.883068523,2.943741516,2.907136851,2.693958969,2.742935304,2.878887094,2.694047745,2.819498079,2.918082132,2.911103068,2.838970952,2.864722642,2.746502708,2.695861808,3.046615643,2.823574293,2.99980816,2.744539697,3.037237557,2.908554435,2.792267752,2.782807152,2.91571474,3.01077382,2.910905542,2.724480677,2.753738716,2.951947397,2.945791207,2.689291707,2.846485645,2.812453037,3.39983813,4.52710159,4.140269362,3.869610568,3.33389651,4.733614573,3.7984603,3.502359738,4.711428071,3.373975661,4.076807357,4.857076735,3.976267574,4.718154507,4.242477732,4.195561056,3.501924012,3.892835987,3.784812633,4.561707342,3.315694431,4.999979164,4.12206872,4.6690684,4.813511201,4.482218479,4.342097526,3.809141894,3.599515343,3.672445091,4.797919842,4.291790784,3.723119934,3.734144713,4.510108373,3.403134074,4.034470455,3.702682227,3.3182237,3.424545084,3.636729706,4.575710804,4.073256979,3.399069604,4.080508574,4.373246984,4.872112693,4.658628282,4.322034055,3.494691436,3.603624265,2.705715748,2.779950671,2.847926689,3.02727658,2.811816656,2.791032413,2.919930616,2.956401899,2.652831237,2.911367053,2.950017626,2.743759795,2.757039605,2.658460789,2.807761994,2.860091061,2.812528027,2.897660533,2.757182921,2.929180704,3.012750252,2.841295091,3.037959048,2.925358226,2.672500952,3.00968039,2.732307621,2.88917912,2.812482321,2.758517631,2.980748695,2.891792959,2.725098219,3.038541269,2.743177621,2.908581586,2.786063197,2.952101869,2.772372263,3.030229008,2.965866896,2.807697082,2.87526464,2.844462784,3.022087622,2.74729192,2.883009591,2.864284722,3.018001664,3.032597938
20,2,2.835815165,2.793366899,2.700286736,3.03615857,2.981121227,3.001057275,2.812672092,3.045821703,2.969651927,3.049162508,2.848742143,2.763958976,2.692123713,2.75212072,2.792586919,2.970275672,2.653113017,3.012595044,2.758301323,2.935322789,2.727693408,2.910790649,2.757626309,2.979446901,2.733180804,2.74803689,2.938282926,2.750623226,2.762019589,2.845452612,2.863445924,3.032341139,2.90504528,2.778590464,2.804756896,2.941539957,2.815062914,3.046534493,2.960729943,2.662920415,2.718883113,2.929003132,2.789356013,2.789785817,2.981661103,2.87758802,3.534702243,4.574802639,3.969994638,4.211182772,4.847078138,5.062450052,4.374134526,4.147992498,4.935995777,3.993676968,4.02543819,4.031597091,4.538855184,3.521004831,4.419649975,4.640286369,5.053561361,5.198149425,4.091899871,4.457929543,3.511202224,4.508672272,5.175648389,4.664182889,4.295975543,3.732505365,5.124485781,5.196450143,4.068697893,4.946159403,4.279534089,3.939805941,4.586653254,3.863070207,4.431313866,4.853924328,4.633340704,3.940556771,4.425425455,4.158262268,4.676855454,3.609260026,3.996258072,4.468329136,4.865189217,3.719700092,4.682178174,4.106830796,4.440660868,4.148734567,4.679262192,3.503808897,4.713989663,3.766220382,4.128626362,2.755788839,2.739693836,2.939194151,2.768769483,2.855539388,2.907314825,2.943224704,2.833315018,3.047586613,3.027044612,2.801390353,2.714428285,2.903927844,2.790217228,2.662327244,2.766985122,3.041658537,2.72666827,2.944682831,2.664199417,2.668968371,2.740917418,2.698661648,2.960828352,2.779286887,3.016150759,2.664127546,2.809352072,2.846349598,2.755277705,2.90713504,2.825941495,2.690533674,2.867790679,2.903090291,2.961231591,3.041890555,2.688108564,2.958570626,2.826620256,3.017880684,2.925538327,2.725159535,2.660016042,2.663894081,2.897942132,2.857482202,2.985661359,2.672218164,2.890650514
21,2.5,2.906988224,3.036330477,2.732934275,2.764267264,3.011718085,2.876383442,3.056371953,2.788646639,2.965090405,2.955903597,2.730572932,2.982618973,2.856526732,2.905023194,2.869576774,2.81295885,3.086554262,3.029063512,2.937095913,3.018208021,2.829763072,2.76327604,2.73531001,3.035126232,2.96087253,2.844376406,2.790039805,2.84869135,2.821092019,2.77849743,2.972962022,2.832189306,2.738289078,2.993390903,2.806605129,2.8708875,2.988306298,2.808410814,2.940443844,2.727238338,2.896096433,3.039013877,2.966488279,2.807513036,3.02417327,2.873216292,4.181453305,4.899178632,4.274366363,4.841507784,5.152318731,4.628814898,3.565433282,4.734862028,4.849307241,4.171557331,5.160319059,3.62021081,5.126151886,4.089927094,4.768099851,3.62971861,4.169815262,3.912227992,4.026324705,4.000321003,4.993044844,4.544368259,3.994984226,3.533571805,4.846358845,4.414704308,4.757670256,4.176285283,4.475301051,5.185387426,3.854447838,3.622495529,4.823511938,3.931369659,4.062854369,5.034617738,4.916243573,3.840276986,3.744711365,4.813435159,4.852403816,3.722782241,3.587078043,4.912648386,4.786047443,5.043912027,4.485695592,4.694211717,5.090438393,4.590897652,5.048666103,3.855545001,3.569389394,5.182730063,4.536878835,2.7068112,2.726245325,2.817765997,2.701374455,2.83109508,2.858491086,2.811987921,2.810845535,2.814578822,3.059556415,3.057218064,2.932064457,2.769460874,2.916682383,2.720192303,2.793925431,2.974863405,2.735493026,2.940710501,2.920429649,2.981517497,2.891450265,2.976164833,2.997750914,3.034840032,2.96766641,3.069068064,2.717862666,3.051107104,3.096688826,2.827950468,2.807942688,3.027131404,2.866449788,3.076447052,3.066099813,2.947054664,2.930652376,2.827350157,2.77279542,2.770568898,3.08144167,2.877855313,2.833660152,2.745083756,2.797288348,3.099181602,2.833234878,3.080060006,2.97159025
22,2.5,2.870331918,2.875171185,2.81823571,2.989520654,2.871364863,2.727858184,2.792659949,2.9035676,2.825449532,2.91787071,2.842522683,3.048221122,2.964297265,2.72935496,2.92488245,2.918437997,2.709128291,2.749366818,2.980466966,2.705325296,3.076682339,2.778243485,2.895649321,2.812683636,2.871266218,2.992464201,2.815713928,2.932356634,2.861019721,2.864528854,2.772632387,2.708891984,3.051033898,2.805711437,2.923772715,2.754097585,2.817909359,2.996373364,2.768668277,2.73965444,2.85979488,2.804849895,2.719176156,2.901025997,2.842900184,2.969750933,3.687244542,4.471047608,4.307200294,4.485343916,4.316917991,3.504808777,5.020802443,4.564745523,4.433014045,4.934133899,5.164934888,4.461315092,4.785372795,3.885896158,4.855261845,3.813058285,4.847602137,3.972671475,3.757934758,3.725968516,4.333439171,3.603903945,5.172137717,3.772802839,3.694743177,3.700760948,4.677130521,4.110944291,3.562677837,5.041102313,5.191918827,4.710083578,4.987877302,4.016946276,4.094606786,4.353595212,3.764005596,4.002146558,4.731787225,3.56000509,4.08210522,3.502701139,4.51600196,4.462839301,4.760495795,4.096197032,4.361353651,4.188414072,3.926720827,5.060350404,3.943778316,4.881771663,3.994154486,4.843435051,3.593286638,2.923761443,2.859145421,2.992140793,2.777802204,3.036342814,2.704051663,2.869328511,3.088384036,2.981077568,3.025616111,2.780667111,2.847654379,2.753958769,2.999653928,2.835892521,3.02414615,2.951947823,2.823004139,3.021975168,3.089436433,2.783903443,2.766001575,2.796117766,3.073120247,2.995657351,2.867681254,3.073631078,2.85379693,2.996968844,3.017013918,2.943146228,2.947531543,3.076918042,2.734173824,2.709200074,2.744706917,2.830626178,3.074043686,2.967308524,2.773134858,2.99401914,2.919864277,2.759220533,2.729748475,2.994678796,2.918139577,2.836123849,2.72515024,3.075654529,2.826611546
23,2.5,2.785102969,2.958382771,3.08771192,2.899080035,2.972705571,2.952629998,2.957709351,3.075257498,3.084237024,3.056306546,2.827757568,3.088465739,2.935908812,2.856334634,2.992057278,3.029178882,2.946882713,3.0369424,2.897428524,3.083909895,2.982434886,2.745045592,3.034836903,2.947927581,2.985894439,2.839054122,3.018101354,3.056572918,2.752127543,2.79037821,2.831655894,2.931988635,2.812916084,2.846362278,3.015566068,2.800279223,3.059658202,3.040327627,2.979828988,3.029821438,2.821396076,2.748858269,2.701313781,3.07464887,2.846254363,2.748417279,4.585992094,5.104531244,3.933292057,4.404545144,4.654810338,5.181371866,3.568511862,4.010666965,3.813090913,5.017484757,4.009004656,3.932717032,4.264197836,4.947243487,3.658263452,4.64324087,4.287225885,5.157222947,5.130795181,5.159993735,3.64577966,4.498720411,5.141503699,4.239382767,4.845889678,5.132232124,4.081848691,4.8365859,4.692489317,4.726965669,4.847292454,3.632625347,3.738895764,4.563956999,3.917752367,4.758849003,3.578131238,4.551224129,4.489359051,5.163824334,3.888692223,3.953627518,4.711777886,5.166574321,4.820517558,4.468721306,4.10068237,3.823386827,4.789426527,5.142866322,4.969676621,3.503103575,4.940191886,3.519241154,4.660044191,2.963022677,2.921102026,2.968499658,2.732978725,3.074720892,2.858155738,2.911748162,2.840995002,2.835901642,2.942075038,2.845408461,3.046408042,3.079651669,3.00895602,2.933146181,2.724597578,3.087641781,2.822778379,3.049036977,3.075428132,2.740785724,2.937923607,2.741643416,2.853248606,2.871133972,2.844126053,2.747977857,2.870602861,2.820605292,3.083932669,2.859243405,2.872953585,3.089112342,2.756575135,3.035948026,2.774299745,2.769090535,2.783486351,2.703190268,3.073646234,3.015392576,2.909521416,2.727618101,2.939862206,3.088964214,3.0502711,2.885765295,2.957542921,2.93966984,2.869684363
24,2.5,3.073534736,2.721620509,2.826355024,3.072358668,2.887795365,2.719239189,2.883442594,3.009226057,2.90475501,2.938598105,2.800602403,2.885625904,3.067330627,2.909510634,3.074112394,2.799863426,2.761403561,2.993689347,2.723720374,3.01799788,2.873141424,2.752118924,2.835121582,2.88963874,2.930336723,3.039411591,2.941061143,2.730928141,2.862466977,2.942759781,2.93143025,3.083926007,2.759883839,2.825678922,2.747177569,2.872942353,2.995742209,2.916811363,3.014811106,2.927189139,2.794983287,2.701640472,2.817718236,2.925452518,2.992888547,3.03004226,3.829312471,4.104835438,3.591056244,3.692014331,4.489616054,4.08131097,4.327921036,3.794628021,3.737490681,4.872722137,4.079644091,4.561493481,4.921205865,5.196040953,4.763298126,4.660409403,5.100961572,4.706355312,4.190423147,5.19287429,4.600311092,4.871874467,4.028185261,4.523636896,4.509266991,3.810163283,4.019767821,5.003938479,5.151966195,4.194988916,4.386098642,4.828543899,4.408819819,4.56943443,3.887754978,5.185115373,5.044500462,3.736576775,4.117002143,4.332315396,5.13891858,4.544047507,4.115409647,4.080231648,4.74851746,3.533188024,3.872351125,4.443299196,4.239765503,5.087281489,4.853934326,4.491852198,4.435650869,3.986487704,4.140518696,2.710298658,2.982184633,2.855206254,2.797404375,2.749972706,2.757975043,2.938788449,2.990153142,3.020214866,2.730714583,2.707651356,2.951276822,2.772262247,3.072070413,2.820992113,2.82423467,3.070521093,2.98153619,3.029862718,3.03493125,2.723613521,2.722316649,2.867205159,2.965591855,2.906212858,2.94099098,2.783918054,2.76848958,2.803735544,2.722651738,2.773374327,2.730010087,2.892035542,2.835169186,2.975637434,2.8162429,2.781825368,2.955684145,2.838951853,2.789491325,2.912626007,2.949385403,2.939911585,2.980796295,2.973626111,2.885081082,2.925038701,3.036772404,2.758908923,2.824026265
